red	green	blue
124	94	75	255
55	45	43	255
105	86	76	255
125	99	85	255
58	45	39	255
71	48	37	255
96	76	64	255
124	97	83	255
52	46	45	255
94	66	43	255
132	97	68	255
72	54	45	255
119	97	77	255
102	76	54	255
65	44	35	255
108	91	76	255
54	37	21	255
33	22	21	255
66	49	45	255
108	86	72	255
122	90	65	255
96	65	50	255
121	86	58	255
63	44	30	255
67	46	38	255
80	57	38	255
103	78	68	255
90	68	51	255
100	78	57	255
95	67	57	255
89	70	58	255
63	45	43	255
109	91	77	255
98	75	55	255
139	99	72	255
121	89	66	255
98	78	62	255
59	43	30	255
92	70	54	255
38	33	29	255
120	91	73	255
81	57	39	255
45	29	17	255
129	99	77	255
126	99	82	255
43	34	26	255
59	46	38	255
87	67	57	255
112	78	54	255
70	51	38	255
112	95	84	255
42	25	15	255
70	46	34	255
95	74	61	255
123	95	80	255
68	51	43	255
88	72	62	255
39	25	15	255
77	56	40	255
127	92	64	255
90	59	38	255
100	70	51	255
39	28	22	255
71	51	39	255
99	72	58	255
91	73	61	255
136	98	74	255
126	90	68	255
82	51	35	255
97	89	93	255
66	48	42	255
91	59	39	255
78	66	52	255
131	98	68	255
113	89	80	255
108	73	44	255
95	70	46	255
74	55	46	255
82	54	43	255
102	76	65	255
84	66	59	255
63	48	32	255
109	87	67	255
127	97	73	255
114	97	82	255
108	89	74	255
120	87	63	255
92	66	44	255
50	32	24	255
61	48	37	255
34	26	24	255
103	81	70	255
61	49	50	255
95	78	62	255
110	96	83	255
102	72	50	255
43	33	24	255
40	26	14	255
81	57	50	255
42	29	17	255
101	74	57	255
88	68	52	255
129	99	88	255
116	89	71	255
29	29	26	255
106	78	58	255
87	70	59	255
110	82	61	255
115	91	78	255
109	78	54	255
99	68	48	255
96	78	63	255
124	99	82	255
38	28	17	255
113	92	68	255
71	50	37	255
107	78	59	255
117	89	72	255
109	81	62	255
111	89	66	255
118	85	54	255
138	99	74	255
37	33	32	255
94	71	50	255
67	49	37	255
118	86	67	255
131	97	66	255
51	32	21	255
66	51	44	255
115	81	52	255
125	92	65	255
88	59	39	255
116	80	58	255
78	49	33	255
65	49	42	255
103	80	67	255
85	62	51	255
110	90	78	255
54	42	28	255
107	91	74	255
117	94	81	255
96	67	50	255
86	59	44	255
100	80	57	255
118	91	70	255
87	64	54	255
104	87	72	255
121	91	66	255
73	52	35	255
80	62	46	255
75	55	38	255
98	80	62	255
46	30	22	255
100	76	66	255
51	40	38	255
76	61	46	255
86	72	59	255
70	56	45	255
107	82	61	255
37	29	22	255
80	51	32	255
100	72	51	255
52	33	20	255
113	75	49	255
90	64	45	255
37	32	30	255
106	87	76	255
101	81	71	255
98	72	56	255
111	75	54	255
66	50	42	255
104	81	67	255
94	71	61	255
119	99	88	255
116	99	77	255
102	86	76	255
48	32	21	255
113	94	87	255
86	63	46	255
122	94	76	255
73	56	37	255
113	98	83	255
99	82	75	255
73	52	46	255
83	62	52	255
70	52	35	255
85	70	56	255
105	91	75	255
56	38	22	255
55	34	25	255
112	87	63	255
88	70	52	255
116	91	71	255
42	34	24	255
70	55	43	255
85	56	34	255
123	87	59	255
96	80	63	255
109	83	61	255
106	83	66	255
99	73	55	255
136	99	71	255
110	88	81	255
115	96	86	255
130	94	70	255
62	43	37	255
38	33	25	255
113	90	77	255
81	55	35	255
81	58	42	255
67	51	37	255
95	72	56	255
105	82	62	255
102	68	44	255
78	51	33	255
78	54	40	255
85	64	51	255
67	54	45	255
103	82	67	255
33	29	28	255
39	25	11	255
86	61	44	255
116	85	66	255
55	43	37	255
43	32	26	255
81	63	51	255
118	96	77	255
117	99	89	255
91	74	64	255
92	71	62	255
46	32	22	255
121	96	73	255
94	81	67	255
95	63	43	255
46	35	30	255
110	84	71	255
71	49	39	255
109	80	64	255
103	74	61	255
38	32	22	255
97	77	62	255
122	88	59	255
119	85	57	255
70	54	54	255
103	76	62	255
80	56	39	255
90	66	45	255
118	87	64	255
100	77	58	255
49	32	18	255
92	62	49	255
104	83	66	255
101	83	71	255
83	56	35	255
43	26	21	255
118	90	72	255
115	83	62	255
78	58	42	255
94	73	61	255
57	43	42	255
48	34	21	255
86	65	46	255
89	58	38	255
48	37	28	255
73	49	43	255
100	82	67	255
97	68	49	255
122	96	76	255
75	57	48	255
62	54	50	255
100	68	45	255
97	71	57	255
107	77	61	255
127	91	71	255
83	64	52	255
73	54	46	255
121	95	77	255
111	85	71	255
80	50	34	255
81	64	57	255
70	57	43	255
116	96	78	255
118	83	54	255
96	67	46	255
76	49	34	255
58	39	28	255
52	39	22	255
106	88	73	255
54	38	33	255
120	85	57	255
89	67	50	255
62	45	37	255
90	66	56	255
125	98	77	255
64	56	48	255
117	82	50	255
109	89	82	255
86	64	43	255
91	63	49	255
94	63	40	255
73	48	40	255
108	77	54	255
85	66	50	255
95	77	63	255
117	85	58	255
70	48	30	255
116	87	65	255
34	32	28	255
109	77	55	255
68	48	35	255
137	98	74	255
78	59	48	255
116	90	73	255
56	37	24	255
32	20	8	255
89	59	44	255
65	45	28	255
98	72	52	255
87	58	39	255
97	74	59	255
84	68	54	255
113	86	71	255
112	89	73	255
74	58	48	255
56	40	32	255
96	66	43	255
58	35	18	255
57	37	25	255
95	68	50	255
59	40	28	255
110	86	71	255
85	58	44	255
64	50	43	255
78	64	57	255
88	58	40	255
57	40	33	255
131	99	80	255
95	71	58	255
123	92	77	255
109	85	72	255
78	50	35	255
113	82	56	255
76	55	44	255
92	67	56	255
103	88	68	255
116	83	55	255
64	39	29	255
104	88	74	255
103	84	77	255
105	87	80	255
92	77	63	255
131	95	65	255
74	52	43	255
61	42	26	255
115	88	70	255
50	35	32	255
114	91	72	255
63	38	30	255
75	56	40	255
98	68	42	255
44	38	33	255
97	70	49	255
84	64	44	255
74	54	38	255
112	85	63	255
117	91	68	255
107	81	62	255
114	94	80	255
42	32	24	255
75	59	48	255
111	87	70	255
113	90	73	255
118	81	58	255
128	91	64	255
95	64	40	255
84	67	52	255
45	38	34	255
111	90	78	255
110	76	50	255
65	51	38	255
54	37	25	255
92	68	50	255
76	51	34	255
71	44	26	255
90	68	55	255
54	40	33	255
110	97	76	255
82	61	52	255
112	76	50	255
104	89	68	255
76	54	42	255
83	58	45	255
75	50	35	255
121	89	70	255
74	48	33	255
45	29	21	255
73	50	40	255
50	34	29	255
33	18	10	255
121	92	78	255
103	83	75	255
100	83	64	255
115	92	72	255
108	82	61	255
33	21	18	255
61	42	37	255
34	18	11	255
127	92	68	255
62	46	29	255
62	39	30	255
100	70	55	255
55	37	22	255
126	95	71	255
42	37	21	255
100	73	63	255
56	42	32	255
87	63	46	255
94	73	57	255
102	81	67	255
112	91	73	255
125	94	71	255
81	73	66	255
42	38	34	255
96	71	50	255
95	70	50	255
108	90	78	255
102	83	68	255
110	91	78	255
112	94	81	255
107	88	76	255
117	81	52	255
106	70	46	255
107	71	46	255
76	50	32	255
123	94	77	255
48	33	33	255
49	39	25	255
91	72	58	255
120	90	75	255
35	26	24	255
59	50	44	255
49	40	38	255
66	44	32	255
102	72	54	255
74	51	35	255
58	48	42	255
70	50	40	255
78	65	49	255
67	58	55	255
105	89	80	255
61	44	26	255
102	75	62	255
89	65	45	255
63	40	30	255
127	96	70	255
39	32	28	255
50	40	39	255
63	43	37	255
116	92	83	255
113	92	72	255
136	97	75	255
130	96	66	255
125	90	61	255
98	74	62	255
119	83	51	255
80	54	33	255
113	95	80	255
64	48	33	255
32	25	26	255
110	95	80	255
51	32	25	255
123	90	67	255
40	25	11	255
124	95	71	255
106	77	55	255
54	42	32	255
107	91	78	255
135	95	67	255
114	87	66	255
108	96	88	255
118	91	74	255
92	73	58	255
113	84	66	255
82	63	52	255
84	58	38	255
74	50	32	255
43	29	18	255
97	67	50	255
122	95	77	255
91	71	56	255
135	98	75	255
121	91	70	255
37	24	17	255
106	96	93	255
75	55	42	255
90	73	63	255
118	77	52	255
118	94	82	255
115	94	71	255
105	88	77	255
110	78	55	255
102	71	52	255
72	55	42	255
101	73	59	255
88	67	54	255
116	88	73	255
40	33	28	255
97	71	46	255
32	18	8	255
97	72	59	255
61	44	37	255
80	58	35	255
100	72	55	255
113	92	83	255
44	26	21	255
82	57	46	255
107	85	73	255
117	96	86	255
81	52	37	255
91	62	43	255
65	52	35	255
80	54	44	255
67	48	39	255
87	65	46	255
54	38	22	255
115	86	65	255
94	78	64	255
58	42	25	255
123	96	76	255
92	72	55	255
96	74	63	255
107	90	76	255
124	95	82	255
117	83	52	255
122	94	74	255
121	90	67	255
72	54	39	255
46	29	24	255
97	66	54	255
74	50	43	255
104	77	56	255
132	98	75	255
119	98	84	255
126	91	65	255
103	75	54	255
115	77	52	255
56	38	26	255
55	34	29	255
96	81	67	255
73	61	44	255
85	56	38	255
133	98	76	255
115	97	90	255
52	37	26	255
63	45	37	255
83	67	59	255
116	94	83	255
126	96	68	255
130	94	74	255
127	97	86	255
51	35	25	255
66	54	48	255
84	72	64	255
81	55	39	255
94	58	37	255
81	58	46	255
45	30	24	255
65	52	46	255
59	44	38	255
95	74	55	255
83	63	44	255
98	83	65	255
62	48	44	255
105	85	74	255
90	76	62	255
82	65	51	255
120	96	76	255
35	24	14	255
73	55	39	255
91	73	55	255
101	76	58	255
119	94	74	255
118	96	81	255
45	35	33	255
120	99	84	255
112	83	57	255
116	78	50	255
104	76	54	255
102	73	51	255
134	96	68	255
121	96	77	255
105	90	77	255
30	25	21	255
118	99	89	255
74	55	40	255
115	76	50	255
62	44	29	255
101	78	66	255
110	91	74	255
97	81	57	255
112	87	78	255
99	77	61	255
63	49	39	255
114	95	82	255
55	39	26	255
39	33	26	255
103	81	64	255
80	57	43	255
77	64	51	255
64	48	48	255
130	98	76	255
33	28	25	255
97	77	66	255
71	52	51	255
117	98	85	255
83	57	39	255
119	85	61	255
129	96	74	255
44	28	21	255
49	32	22	255
82	59	46	255
100	77	62	255
112	75	51	255
81	57	44	255
67	50	39	255
105	81	64	255
80	59	51	255
118	90	76	255
78	58	46	255
89	74	59	255
84	57	40	255
109	95	78	255
44	32	17	255
89	58	42	255
120	95	74	255
40	30	29	255
107	95	83	255
98	66	46	255
135	99	72	255
76	58	52	255
114	89	77	255
32	17	10	255
75	57	52	255
108	84	76	255
72	56	39	255
118	86	61	255
110	87	64	255
84	62	49	255
121	95	75	255
68	55	44	255
101	82	68	255
116	80	52	255
103	77	54	255
110	90	72	255
71	55	40	255
99	76	59	255
33	24	15	255
114	80	57	255
97	81	68	255
58	39	32	255
55	39	37	255
97	76	64	255
122	87	61	255
113	76	51	255
84	58	34	255
51	37	24	255
52	42	34	255
125	98	81	255
78	57	44	255
72	50	34	255
95	77	67	255
117	85	62	255
112	81	61	255
107	75	56	255
106	84	62	255
108	80	66	255
37	30	29	255
117	88	70	255
119	96	74	255
77	62	54	255
116	90	77	255
126	92	62	255
104	81	61	255
57	38	29	255
102	86	70	255
66	51	49	255
58	35	22	255
59	40	32	255
49	30	26	255
112	92	85	255
58	38	30	255
52	38	24	255
98	77	59	255
126	98	78	255
116	86	62	255
83	59	38	255
110	89	83	255
129	98	74	255
81	59	43	255
83	62	46	255
49	34	22	255
59	45	35	255
110	98	77	255
112	77	51	255
94	62	42	255
64	46	32	255
95	76	65	255
123	97	84	255
65	40	34	255
77	58	44	255
109	84	68	255
83	67	55	255
106	84	73	255
39	29	20	255
111	71	44	255
98	68	46	255
93	84	82	255
92	63	45	255
38	26	20	255
107	81	66	255
114	94	84	255
101	84	67	255
75	59	52	255
129	92	68	255
98	71	54	255
59	39	29	255
74	57	50	255
84	67	56	255
112	88	75	255
107	84	74	255
116	82	52	255
85	64	45	255
105	78	65	255
115	84	59	255
130	99	73	255
45	32	15	255
57	44	39	255
99	81	66	255
85	65	58	255
114	82	57	255
113	78	50	255
54	39	24	255
71	44	30	255
43	32	20	255
81	63	45	255
55	44	44	255
80	65	52	255
54	40	37	255
77	52	39	255
39	21	14	255
84	56	42	255
113	81	58	255
50	38	24	255
124	96	84	255
103	87	70	255
110	81	58	255
64	45	30	255
94	65	44	255
84	59	50	255
71	49	33	255
109	80	58	255
94	82	74	255
124	98	79	255
78	62	51	255
103	73	48	255
108	82	65	255
131	94	67	255
133	90	71	255
115	95	83	255
22	13	5	255
114	90	74	255
92	62	43	255
107	80	64	255
62	46	33	255
90	67	52	255
72	58	49	255
75	58	50	255
110	75	52	255
33	26	25	255
110	92	82	255
104	84	74	255
124	89	66	255
40	22	13	255
68	43	32	255
65	50	40	255
80	61	42	255
88	64	51	255
55	40	34	255
82	64	45	255
112	94	85	255
99	84	68	255
107	88	80	255
86	61	49	255
71	43	28	255
111	82	57	255
37	18	11	255
98	82	66	255
123	94	81	255
118	95	75	255
80	64	50	255
83	64	46	255
102	88	75	255
72	52	44	255
97	73	52	255
108	81	63	255
58	48	46	255
32	15	10	255
106	86	72	255
65	42	34	255
52	32	17	255
128	94	67	255
90	63	42	255
118	84	61	255
77	63	51	255
103	73	59	255
89	65	49	255
117	90	80	255
80	55	37	255
126	94	72	255
92	65	45	255
87	59	40	255
120	86	64	255
99	78	63	255
127	99	82	255
62	46	44	255
101	86	67	255
104	83	71	255
129	94	68	255
111	76	52	255
91	63	43	255
51	33	29	255
126	97	80	255
87	62	48	255
120	89	72	255
112	90	75	255
57	46	38	255
85	67	57	255
123	90	71	255
45	37	22	255
37	22	13	255
99	83	66	255
34	30	28	255
101	70	51	255
77	54	38	255
81	65	45	255
68	49	42	255
80	67	52	255
116	91	80	255
82	63	56	255
95	82	66	255
136	96	72	255
38	22	14	255
104	74	58	255
78	61	43	255
42	33	21	255
88	72	56	255
110	86	65	255
123	89	63	255
84	61	50	255
109	82	58	255
63	46	30	255
78	64	51	255
106	85	70	255
131	96	67	255
61	43	28	255
50	44	45	255
130	95	67	255
63	39	32	255
34	21	15	255
34	24	22	255
127	95	72	255
120	85	62	255
32	21	20	255
78	51	42	255
57	42	28	255
98	73	64	255
105	84	66	255
102	70	48	255
88	63	43	255
116	84	62	255
29	24	17	255
67	55	42	255
85	66	55	255
103	84	71	255
95	76	61	255
110	94	82	255
123	97	80	255
110	77	52	255
40	24	13	255
78	55	38	255
68	45	32	255
124	94	73	255
88	66	51	255
106	76	57	255
87	68	58	255
92	72	59	255
115	89	77	255
107	90	80	255
125	99	83	255
137	97	72	255
86	66	56	255
77	54	49	255
124	97	81	255
118	97	75	255
84	65	51	255
50	39	22	255
67	44	28	255
133	96	72	255
97	74	64	255
30	29	22	255
65	44	33	255
111	91	85	255
108	91	74	255
103	75	58	255
85	57	42	255
107	86	65	255
104	80	68	255
111	78	51	255
94	70	62	255
96	65	48	255
121	86	56	255
128	96	67	255
44	29	14	255
103	78	66	255
90	68	49	255
128	99	74	255
117	92	80	255
104	82	63	255
86	57	43	255
106	91	80	255
111	95	81	255
126	96	72	255
121	89	64	255
100	71	57	255
101	68	45	255
100	74	64	255
74	46	32	255
104	85	71	255
103	88	73	255
75	66	59	255
51	35	29	255
46	28	21	255
126	99	80	255
87	64	48	255
86	67	50	255
125	95	73	255
115	85	67	255
112	95	82	255
72	46	38	255
107	77	52	255
123	95	78	255
76	59	45	255
83	63	48	255
121	94	73	255
100	67	42	255
85	72	65	255
90	76	66	255
100	70	49	255
73	55	43	255
42	35	20	255
83	66	56	255
101	76	62	255
119	94	78	255
103	71	48	255
38	24	14	255
66	45	33	255
65	48	35	255
112	91	67	255
104	76	58	255
94	66	52	255
119	97	86	255
113	89	78	255
86	58	37	255
74	55	44	255
120	87	66	255
102	76	63	255
62	44	33	255
106	87	70	255
48	30	20	255
63	49	43	255
61	49	48	255
45	26	18	255
83	57	43	255
110	96	81	255
87	71	57	255
102	72	48	255
96	76	54	255
81	57	48	255
42	29	15	255
70	50	34	255
85	68	55	255
85	71	62	255
25	25	22	255
42	30	28	255
99	68	46	255
109	95	82	255
39	32	22	255
68	50	39	255
106	81	64	255
68	51	52	255
62	38	28	255
99	71	54	255
113	88	75	255
67	46	28	255
67	49	35	255
118	86	65	255
74	59	46	255
64	49	40	255
102	80	65	255
101	82	72	255
85	59	42	255
131	98	77	255
95	70	55	255
85	62	49	255
72	59	51	255
110	90	76	255
97	80	59	255
61	45	38	255
99	76	63	255
109	87	76	255
78	52	39	255
108	96	82	255
108	89	83	255
118	91	68	255
97	83	67	255
32	30	29	255
61	48	46	255
117	97	87	255
111	97	81	255
80	62	44	255
43	30	25	255
100	76	64	255
81	61	50	255
46	30	20	255
75	48	37	255
74	51	40	255
105	72	54	255
64	43	34	255
78	57	48	255
86	72	57	255
100	86	71	255
76	64	52	255
50	39	37	255
134	99	71	255
80	51	30	255
118	82	55	255
100	72	49	255
82	54	33	255
107	85	67	255
83	68	56	255
111	89	75	255
37	32	28	255
80	54	38	255
66	50	40	255
104	81	65	255
57	38	33	255
119	99	86	255
94	71	59	255
103	76	56	255
131	97	75	255
86	63	44	255
114	84	63	255
96	74	57	255
34	28	21	255
49	37	29	255
106	92	77	255
108	88	81	255
117	84	59	255
37	21	14	255
75	52	39	255
100	80	66	255
44	34	32	255
100	83	73	255
113	98	81	255
73	49	37	255
129	98	78	255
104	70	51	255
83	62	50	255
70	52	33	255
80	62	55	255
98	80	71	255
73	52	44	255
65	44	29	255
108	83	59	255
85	73	62	255
106	83	64	255
54	33	24	255
107	82	70	255
62	43	35	255
56	43	29	255
64	51	39	255
102	82	64	255
66	54	42	255
94	75	61	255
119	86	58	255
124	90	59	255
76	49	28	255
67	51	35	255
95	72	54	255
102	85	72	255
66	50	51	255
63	50	40	255
86	62	42	255
116	82	56	255
116	99	86	255
85	64	49	255
123	95	74	255
62	48	38	255
109	72	46	255
109	89	76	255
99	81	70	255
109	92	83	255
116	85	64	255
81	63	49	255
91	74	62	255
73	56	46	255
117	99	87	255
126	88	62	255
129	97	76	255
44	37	34	255
98	67	43	255
46	32	20	255
84	63	45	255
102	74	58	255
112	84	64	255
43	35	32	255
70	52	44	255
110	81	62	255
64	45	34	255
84	59	54	255
88	70	61	255
78	62	55	255
77	57	46	255
95	66	49	255
85	56	43	255
71	52	45	255
39	34	33	255
109	83	70	255
106	83	75	255
119	85	55	255
64	50	37	255
91	65	49	255
111	94	82	255
67	50	33	255
50	37	21	255
78	58	40	255
103	86	67	255
57	43	40	255
105	82	71	255
116	81	54	255
76	55	38	255
114	86	63	255
88	61	48	255
44	33	24	255
82	64	49	255
92	75	62	255
84	59	35	255
97	85	77	255
114	89	71	255
75	54	39	255
113	85	64	255
80	64	54	255
105	70	44	255
100	85	73	255
112	83	62	255
84	62	43	255
97	88	85	255
83	64	50	255
73	54	44	255
101	75	63	255
110	88	71	255
95	62	39	255
40	35	32	255
110	83	67	255
104	75	59	255
111	88	77	255
108	81	67	255
61	45	34	255
118	83	52	255
124	88	63	255
54	35	24	255
107	87	77	255
106	89	84	255
62	45	35	255
52	35	29	255
90	66	54	255
94	77	61	255
125	98	75	255
72	48	33	255
108	77	52	255
108	94	82	255
126	97	84	255
102	87	72	255
114	85	61	255
70	48	28	255
39	24	17	255
61	37	28	255
100	81	63	255
99	83	70	255
111	81	59	255
56	37	22	255
97	68	58	255
73	58	46	255
65	45	26	255
62	37	29	255
87	58	37	255
87	75	67	255
112	86	64	255
125	89	62	255
56	40	30	255
76	62	52	255
42	33	25	255
70	54	44	255
123	89	67	255
87	61	45	255
107	83	67	255
122	84	58	255
106	85	74	255
108	88	77	255
90	62	44	255
63	38	25	255
89	72	63	255
118	89	62	255
58	40	25	255
113	99	84	255
91	67	49	255
119	88	68	255
66	39	22	255
35	21	15	255
89	67	59	255
63	51	37	255
49	35	29	255
87	66	54	255
102	67	45	255
66	42	30	255
58	43	33	255
91	70	57	255
86	64	52	255
85	66	59	255
49	38	37	255
105	87	78	255
92	77	61	255
30	21	10	255
68	52	35	255
50	35	30	255
88	66	55	255
70	48	39	255
114	91	70	255
63	55	58	255
105	90	86	255
66	46	26	255
94	67	45	255
112	85	61	255
134	98	72	255
124	97	85	255
42	32	22	255
75	59	46	255
113	90	71	255
95	81	68	255
128	91	62	255
105	75	51	255
65	45	37	255
112	89	82	255
13	4	0	255
106	72	46	255
96	66	52	255
57	44	33	255
82	58	42	255
110	86	80	255
76	51	32	255
63	46	45	255
37	33	30	255
114	99	87	255
73	48	30	255
98	76	57	255
71	61	54	255
92	71	56	255
82	61	50	255
107	89	77	255
117	99	83	255
120	92	75	255
75	50	33	255
121	89	68	255
118	89	73	255
105	83	68	255
103	88	77	255
88	62	45	255
46	28	25	255
126	99	84	255
33	18	8	255
114	88	73	255
56	46	45	255
39	26	17	255
131	95	74	255
30	21	21	255
48	39	37	255
61	42	35	255
114	91	81	255
82	52	37	255
97	70	58	255
117	91	77	255
67	43	30	255
51	34	25	255
125	91	62	255
105	74	55	255
80	52	42	255
56	42	30	255
94	73	55	255
94	66	56	255
86	58	35	255
65	50	34	255
108	90	76	255
123	91	67	255
117	95	73	255
120	88	65	255
76	50	30	255
107	88	74	255
90	72	55	255
121	85	58	255
48	30	24	255
108	93	84	255
76	51	43	255
96	72	62	255
101	72	51	255
72	49	30	255
110	80	55	255
121	88	66	255
84	55	40	255
97	64	52	255
45	33	21	255
73	54	40	255
50	38	29	255
101	75	59	255
103	70	45	255
72	52	38	255
87	71	61	255
66	44	30	255
58	45	33	255
61	38	25	255
96	76	58	255
85	68	59	255
116	89	73	255
100	66	43	255
63	40	28	255
127	96	68	255
68	50	43	255
111	90	68	255
126	91	59	255
34	17	7	255
62	38	26	255
136	97	73	255
125	90	59	255
89	57	35	255
108	86	66	255
66	52	46	255
42	37	30	255
64	49	44	255
110	95	78	255
74	60	57	255
112	91	82	255
87	63	55	255
48	29	21	255
123	90	65	255
96	71	59	255
39	37	30	255
95	70	59	255
107	91	76	255
63	48	45	255
99	84	73	255
109	87	80	255
119	89	65	255
129	99	71	255
91	68	46	255
77	55	45	255
59	46	32	255
82	63	50	255
87	67	51	255
120	94	75	255
104	71	45	255
91	71	54	255
121	91	68	255
104	74	52	255
118	94	80	255
105	88	75	255
102	71	50	255
72	55	40	255
85	58	38	255
88	67	52	255
74	51	44	255
116	88	71	255
68	54	45	255
86	72	61	255
98	70	50	255
115	98	90	255
61	44	35	255
97	72	57	255
89	65	54	255
114	96	88	255
111	96	77	255
82	54	37	255
113	92	81	255
59	38	26	255
92	65	50	255
107	85	71	255
97	75	65	255
81	52	35	255
37	32	32	255
80	54	42	255
111	92	86	255
67	48	37	255
90	65	55	255
64	48	42	255
29	25	24	255
106	76	51	255
108	92	76	255
77	51	35	255
50	35	26	255
40	25	20	255
96	74	61	255
107	90	74	255
124	95	80	255
109	86	78	255
68	46	39	255
77	54	43	255
37	28	17	255
118	81	52	255
118	98	82	255
110	82	55	255
133	96	66	255
46	29	22	255
104	77	54	255
94	84	78	255
119	95	75	255
132	98	73	255
88	71	54	255
87	73	61	255
115	94	80	255
117	89	66	255
96	81	65	255
86	71	59	255
114	92	78	255
108	84	70	255
115	97	88	255
97	71	55	255
130	95	72	255
26	21	18	255
116	94	81	255
100	71	51	255
128	92	70	255
83	58	39	255
94	74	52	255
80	58	44	255
67	52	39	255
110	74	49	255
66	54	46	255
94	75	65	255
96	70	51	255
124	91	70	255
87	65	55	255
125	96	80	255
76	52	40	255
76	59	39	255
86	62	46	255
70	44	32	255
96	73	59	255
62	48	42	255
95	75	66	255
120	96	74	255
117	83	61	255
101	76	56	255
35	25	25	255
73	56	50	255
72	54	48	255
102	81	61	255
105	90	75	255
87	72	59	255
74	56	51	255
99	77	59	255
63	49	37	255
114	95	80	255
122	89	61	255
116	98	83	255
111	75	48	255
68	56	45	255
57	35	28	255
39	33	24	255
77	64	49	255
130	98	74	255
38	32	24	255
81	54	34	255
114	98	88	255
98	75	58	255
129	96	72	255
59	40	26	255
119	85	59	255
49	32	20	255
111	78	56	255
59	43	33	255
112	75	49	255
94	74	63	255
89	74	57	255
116	81	58	255
95	74	64	255
120	95	72	255
68	51	46	255
98	66	44	255
62	38	22	255
77	56	43	255
92	75	66	255
38	21	11	255
137	95	74	255
76	58	50	255
81	62	51	255
114	89	75	255
89	61	48	255
73	55	48	255
70	55	37	255
91	73	64	255
82	51	38	255
112	83	66	255
68	55	42	255
101	82	66	255
116	97	80	255
115	96	80	255
131	98	71	255
30	32	29	255
130	94	64	255
74	55	49	255
71	55	38	255
61	45	32	255
86	73	59	255
57	39	30	255
99	76	57	255
115	99	87	255
111	88	81	255
114	97	85	255
127	97	76	255
97	81	66	255
82	55	34	255
130	97	72	255
110	76	48	255
51	37	22	255
128	97	77	255
91	64	51	255
78	54	34	255
81	54	45	255
67	54	39	255
80	63	51	255
29	26	21	255
95	78	65	255
94	77	65	255
99	65	43	255
109	75	49	255
40	26	17	255
78	57	42	255
96	75	58	255
111	84	66	255
106	78	61	255
83	56	48	255
33	32	30	255
99	67	44	255
89	57	38	255
114	85	65	255
109	78	57	255
108	80	64	255
92	74	64	255
107	78	62	255
73	58	50	255
115	95	77	255
132	99	71	255
103	74	55	255
29	17	8	255
72	56	48	255
110	87	73	255
56	40	34	255
55	35	25	255
104	82	72	255
103	77	63	255
55	38	32	255
114	84	57	255
49	30	24	255
88	59	42	255
128	98	71	255
97	80	64	255
71	55	49	255
107	83	71	255
117	94	84	255
124	87	65	255
52	38	22	255
54	34	26	255
126	98	76	255
98	77	57	255
110	75	46	255
52	39	35	255
94	76	62	255
89	72	61	255
99	82	67	255
111	80	56	255
51	37	33	255
113	99	88	255
129	98	72	255
125	97	77	255
108	76	54	255
76	61	49	255
119	91	80	255
109	97	76	255
77	58	42	255
46	34	21	255
78	63	52	255
106	84	71	255
98	85	74	255
126	89	63	255
120	98	85	255
89	63	48	255
104	78	62	255
119	96	83	255
98	71	52	255
85	61	35	255
113	91	82	255
87	57	39	255
112	88	73	255
102	78	67	255
63	50	34	255
55	42	34	255
116	82	50	255
116	99	80	255
130	96	64	255
99	78	57	255
57	44	37	255
85	65	56	255
113	95	78	255
122	91	72	255
71	61	58	255
68	44	33	255
77	52	37	255
91	66	51	255
78	56	34	255
81	59	52	255
75	51	44	255
95	80	65	255
110	81	56	255
110	98	86	255
38	20	13	255
78	59	42	255
106	80	61	255
109	80	56	255
116	90	67	255
89	59	38	255
89	62	45	255
114	90	72	255
62	40	32	255
74	58	42	255
112	89	67	255
43	40	35	255
91	65	43	255
75	63	52	255
98	68	55	255
39	29	29	255
134	97	74	255
75	58	48	255
74	61	50	255
117	91	81	255
73	63	57	255
101	84	76	255
70	43	25	255
85	61	46	255
110	89	73	255
105	82	65	255
26	22	20	255
123	92	71	255
87	80	78	255
110	92	80	255
71	57	48	255
104	84	72	255
109	88	73	255
106	71	48	255
88	61	42	255
116	82	61	255
65	50	38	255
96	85	75	255
82	57	44	255
97	82	64	255
76	50	34	255
107	88	78	255
86	78	77	255
124	92	72	255
80	64	48	255
54	39	33	255
118	95	73	255
81	63	54	255
51	39	33	255
84	63	50	255
125	99	77	255
50	38	33	255
83	65	57	255
72	52	42	255
33	17	10	255
66	44	34	255
108	81	61	255
76	63	49	255
114	94	74	255
96	77	69	255
65	42	32	255
103	73	57	255
90	63	40	255
128	94	65	255
118	84	59	255
33	20	18	255
97	76	58	255
117	90	78	255
44	25	18	255
114	90	83	255
111	90	72	255
75	62	50	255
101	80	66	255
121	84	55	255
126	91	63	255
104	80	62	255
62	46	42	255
111	76	50	255
101	66	44	255
99	65	39	255
115	80	58	255
87	62	46	255
58	44	29	255
112	90	73	255
107	75	50	255
107	92	80	255
86	65	49	255
96	68	56	255
117	86	63	255
37	22	11	255
70	49	35	255
52	40	32	255
34	30	26	255
90	71	57	255
80	61	51	255
100	82	70	255
97	65	45	255
51	38	30	255
121	92	72	255
111	82	66	255
52	43	40	255
82	63	54	255
104	71	49	255
91	71	58	255
104	74	56	255
119	92	77	255
70	54	38	255
